IDSUCURSAL;NITPROVEEDOR;FECHAEXP;FECHAEST;FECHAENTEGA;ESTADO
76;10000076;12/10/2017;17/10/2017;;Espera
77;10000077;13/10/2017;18/10/2017;;Espera
78;10000078;14/10/2017;19/10/2017;18/10/2017;Entregado
79;10000079;15/10/2017;20/10/2017;;Espera
80;10000080;16/10/2017;21/10/2017;;Espera
81;10000081;17/10/2017;22/10/2017;21/10/2017;Entregado
82;10000082;18/10/2017;23/10/2017;22/10/2017;Entregado
83;10000083;19/10/2017;24/10/2017;23/10/2017;Entregado
84;10000084;20/10/2017;25/10/2017;;Espera
85;10000085;21/10/2017;26/10/2017;;Espera
86;10000086;22/10/2017;27/10/2017;26/10/2017;Entregado
87;10000087;23/10/2017;28/10/2017;27/10/2017;Entregado
88;10000088;24/10/2017;29/10/2017;;Espera
89;10000089;25/10/2017;30/10/2017;;Espera
90;10000090;26/10/2017;31/10/2017;;Espera
91;10000091;27/10/2017;1/11/2017;;Espera
92;10000092;28/10/2017;2/11/2017;;Espera
93;10000093;29/10/2017;3/11/2017;2/11/2017;Entregado
94;10000094;30/10/2017;4/11/2017;3/11/2017;Entregado
95;10000095;31/10/2017;5/11/2017;4/11/2017;Entregado
96;10000096;1/11/2017;6/11/2017;;Espera
97;10000097;2/11/2017;7/11/2017;;Espera
98;10000098;3/11/2017;8/11/2017;7/11/2017;Entregado
99;10000099;4/11/2017;9/11/2017;8/11/2017;Entregado
100;10000100;5/11/2017;10/11/2017;;Espera
101;10000101;6/11/2017;11/11/2017;10/11/2017;Entregado
102;10000102;7/11/2017;12/11/2017;11/11/2017;Entregado
103;10000103;8/11/2017;13/11/2017;12/11/2017;Entregado
104;10000104;9/11/2017;14/11/2017;13/11/2017;Entregado
105;10000105;10/11/2017;15/11/2017;14/11/2017;Entregado
106;10000106;11/11/2017;16/11/2017;15/11/2017;Entregado
107;10000107;12/11/2017;17/11/2017;;Espera
108;10000108;13/11/2017;18/11/2017;;Espera
109;10000109;14/11/2017;19/11/2017;;Espera
110;10000110;15/11/2017;20/11/2017;;Espera
111;10000111;16/11/2017;21/11/2017;20/11/2017;Entregado
112;10000112;17/11/2017;22/11/2017;;Espera
113;10000113;18/11/2017;23/11/2017;;Espera
114;10000114;19/11/2017;24/11/2017;;Espera
115;10000115;20/11/2017;25/11/2017;24/11/2017;Entregado
116;10000116;21/11/2017;26/11/2017;;Espera
117;10000117;22/11/2017;27/11/2017;26/11/2017;Entregado
118;10000118;23/11/2017;28/11/2017;27/11/2017;Entregado
119;10000119;24/11/2017;29/11/2017;;Espera
120;10000120;25/11/2017;30/11/2017;29/11/2017;Entregado
121;10000121;26/11/2017;1/12/2017;30/11/2017;Entregado
122;10000122;27/11/2017;2/12/2017;1/12/2017;Entregado
123;10000123;28/11/2017;3/12/2017;2/12/2017;Entregado
124;10000124;29/11/2017;4/12/2017;;Espera
125;10000125;30/11/2017;5/12/2017;4/12/2017;Entregado
126;10000126;1/12/2017;6/12/2017;;Espera
127;10000127;2/12/2017;7/12/2017;;Espera
128;10000128;3/12/2017;8/12/2017;;Espera
129;10000129;4/12/2017;9/12/2017;;Espera
130;10000130;5/12/2017;10/12/2017;;Espera
131;10000131;6/12/2017;11/12/2017;10/12/2017;Entregado
132;10000132;7/12/2017;12/12/2017;11/12/2017;Entregado
133;10000133;8/12/2017;13/12/2017;;Espera
134;10000134;9/12/2017;14/12/2017;13/12/2017;Entregado
135;10000135;10/12/2017;15/12/2017;;Espera
136;10000136;11/12/2017;16/12/2017;;Espera
137;10000137;12/12/2017;17/12/2017;;Espera
138;10000138;13/12/2017;18/12/2017;;Espera
139;10000139;14/12/2017;19/12/2017;18/12/2017;Entregado
140;10000140;15/12/2017;20/12/2017;;Espera
141;10000141;16/12/2017;21/12/2017;;Espera
142;10000142;17/12/2017;22/12/2017;;Espera
143;10000143;18/12/2017;23/12/2017;22/12/2017;Entregado
144;10000144;19/12/2017;24/12/2017;;Espera
145;10000145;20/12/2017;25/12/2017;24/12/2017;Entregado
146;10000146;21/12/2017;26/12/2017;25/12/2017;Entregado
147;10000147;22/12/2017;27/12/2017;;Espera
148;10000148;23/12/2017;28/12/2017;27/12/2017;Entregado
149;10000149;24/12/2017;29/12/2017;;Espera
150;10000150;25/12/2017;30/12/2017;29/12/2017;Entregado
1;10000151;26/12/2017;31/12/2017;;Espera
2;10000152;27/12/2017;1/01/2018;;Espera
3;10000153;28/12/2017;2/01/2018;;Espera
4;10000154;29/12/2017;3/01/2018;;Espera
5;10000155;30/12/2017;4/01/2018;;Espera
6;10000156;31/12/2017;5/01/2018;4/01/2018;Entregado
7;10000157;1/01/2018;6/01/2018;5/01/2018;Entregado
8;10000158;2/01/2018;7/01/2018;;Espera
9;10000159;3/01/2018;8/01/2018;7/01/2018;Entregado
10;10000160;4/01/2018;9/01/2018;;Espera
11;10000161;5/01/2018;10/01/2018;9/01/2018;Entregado
12;10000162;6/01/2018;11/01/2018;10/01/2018;Entregado
13;10000163;7/01/2018;12/01/2018;;Espera
14;10000164;8/01/2018;13/01/2018;12/01/2018;Entregado
15;10000165;9/01/2018;14/01/2018;13/01/2018;Entregado
16;10000166;10/01/2018;15/01/2018;;Espera
17;10000167;11/01/2018;16/01/2018;15/01/2018;Entregado
18;10000168;12/01/2018;17/01/2018;;Espera
19;10000169;13/01/2018;18/01/2018;;Espera
20;10000170;14/01/2018;19/01/2018;18/01/2018;Entregado
21;10000171;15/01/2018;20/01/2018;;Espera
22;10000172;16/01/2018;21/01/2018;;Espera
23;10000173;17/01/2018;22/01/2018;;Espera
24;10000174;18/01/2018;23/01/2018;22/01/2018;Entregado
25;10000175;19/01/2018;24/01/2018;23/01/2018;Entregado
26;10000176;20/01/2018;25/01/2018;24/01/2018;Entregado
27;10000177;21/01/2018;26/01/2018;25/01/2018;Entregado
28;10000178;22/01/2018;27/01/2018;;Espera
29;10000179;23/01/2018;28/01/2018;;Espera
30;10000180;24/01/2018;29/01/2018;28/01/2018;Entregado
31;10000181;25/01/2018;30/01/2018;29/01/2018;Entregado
32;10000182;26/01/2018;31/01/2018;;Espera
33;10000183;27/01/2018;1/02/2018;;Espera
34;10000184;28/01/2018;2/02/2018;;Espera
35;10000185;29/01/2018;3/02/2018;2/02/2018;Entregado
36;10000186;30/01/2018;4/02/2018;;Espera
37;10000187;31/01/2018;5/02/2018;;Espera
38;10000188;1/02/2018;6/02/2018;;Espera
39;10000189;2/02/2018;7/02/2018;6/02/2018;Entregado
40;10000190;3/02/2018;8/02/2018;;Espera
41;10000191;4/02/2018;9/02/2018;;Espera
42;10000192;5/02/2018;10/02/2018;;Espera
43;10000193;6/02/2018;11/02/2018;;Espera
44;10000194;7/02/2018;12/02/2018;;Espera
45;10000195;8/02/2018;13/02/2018;12/02/2018;Entregado
46;10000196;9/02/2018;14/02/2018;;Espera
47;10000197;10/02/2018;15/02/2018;14/02/2018;Entregado
48;10000198;11/02/2018;16/02/2018;15/02/2018;Entregado
49;10000199;12/02/2018;17/02/2018;;Espera
50;10000200;13/02/2018;18/02/2018;17/02/2018;Entregado
51;10000201;14/02/2018;19/02/2018;;Espera
52;10000202;15/02/2018;20/02/2018;19/02/2018;Entregado
53;10000203;16/02/2018;21/02/2018;;Espera
54;10000204;17/02/2018;22/02/2018;21/02/2018;Entregado
55;10000205;18/02/2018;23/02/2018;;Espera
56;10000206;19/02/2018;24/02/2018;;Espera
57;10000207;20/02/2018;25/02/2018;24/02/2018;Entregado
58;10000208;21/02/2018;26/02/2018;;Espera
59;10000209;22/02/2018;27/02/2018;26/02/2018;Entregado
60;10000210;23/02/2018;28/02/2018;;Espera
61;10000211;24/02/2018;1/03/2018;28/02/2018;Entregado
62;10000212;25/02/2018;2/03/2018;;Espera
63;10000213;26/02/2018;3/03/2018;2/03/2018;Entregado
64;10000214;27/02/2018;4/03/2018;3/03/2018;Entregado
65;10000215;28/02/2018;5/03/2018;;Espera
66;10000216;28/02/2018;5/03/2018;4/03/2018;Entregado
67;10000217;1/03/2018;6/03/2018;;Espera
68;10000218;2/03/2018;7/03/2018;6/03/2018;Entregado
69;10000219;3/03/2018;8/03/2018;7/03/2018;Entregado
70;10000220;4/03/2018;9/03/2018;;Espera
71;10000221;5/03/2018;10/03/2018;9/03/2018;Entregado
72;10000222;6/03/2018;11/03/2018;10/03/2018;Entregado
73;10000223;7/03/2018;12/03/2018;;Espera
74;10000224;8/03/2018;13/03/2018;12/03/2018;Entregado
75;10000225;9/03/2018;14/03/2018;;Espera
76;10000226;10/03/2018;15/03/2018;;Espera
77;10000227;11/03/2018;16/03/2018;15/03/2018;Entregado
78;10000228;12/03/2018;17/03/2018;;Espera
79;10000229;13/03/2018;18/03/2018;17/03/2018;Entregado
80;10000230;14/03/2018;19/03/2018;;Espera
81;10000231;15/03/2018;20/03/2018;19/03/2018;Entregado
82;10000232;16/03/2018;21/03/2018;;Espera
83;10000233;17/03/2018;22/03/2018;;Espera
84;10000234;18/03/2018;23/03/2018;;Espera
85;10000235;19/03/2018;24/03/2018;23/03/2018;Entregado
86;10000236;20/03/2018;25/03/2018;24/03/2018;Entregado
87;10000237;21/03/2018;26/03/2018;25/03/2018;Entregado
88;10000238;22/03/2018;27/03/2018;;Espera
89;10000239;23/03/2018;28/03/2018;;Espera
90;10000240;24/03/2018;29/03/2018;;Espera
91;10000241;25/03/2018;30/03/2018;29/03/2018;Entregado
92;10000242;26/03/2018;31/03/2018;;Espera
93;10000243;27/03/2018;1/04/2018;;Espera
94;10000244;28/03/2018;2/04/2018;;Espera
95;10000245;29/03/2018;3/04/2018;;Espera
96;10000246;30/03/2018;4/04/2018;;Espera
97;10000247;31/03/2018;5/04/2018;;Espera
98;10000248;1/04/2018;6/04/2018;;Espera
99;10000249;2/04/2018;7/04/2018;;Espera
100;10000250;3/04/2018;8/04/2018;7/04/2018;Entregado
101;10000251;4/04/2018;9/04/2018;;Espera
102;10000252;5/04/2018;10/04/2018;;Espera
103;10000253;6/04/2018;11/04/2018;10/04/2018;Entregado
104;10000254;7/04/2018;12/04/2018;;Espera
105;10000255;8/04/2018;13/04/2018;12/04/2018;Entregado
106;10000256;9/04/2018;14/04/2018;13/04/2018;Entregado
107;10000257;10/04/2018;15/04/2018;;Espera
108;10000258;11/04/2018;16/04/2018;15/04/2018;Entregado
109;10000259;12/04/2018;17/04/2018;16/04/2018;Entregado
110;10000260;13/04/2018;18/04/2018;17/04/2018;Entregado
111;10000261;14/04/2018;19/04/2018;;Espera
112;10000262;15/04/2018;20/04/2018;19/04/2018;Entregado
113;10000263;16/04/2018;21/04/2018;;Espera
114;10000264;17/04/2018;22/04/2018;21/04/2018;Entregado
115;10000265;18/04/2018;23/04/2018;;Espera
116;10000266;19/04/2018;24/04/2018;;Espera
117;10000267;20/04/2018;25/04/2018;;Espera
118;10000268;21/04/2018;26/04/2018;;Espera
119;10000269;22/04/2018;27/04/2018;26/04/2018;Entregado
120;10000270;23/04/2018;28/04/2018;;Espera
121;10000271;24/04/2018;29/04/2018;28/04/2018;Entregado
122;10000272;25/04/2018;30/04/2018;29/04/2018;Entregado
123;10000273;26/04/2018;1/05/2018;30/04/2018;Entregado
124;10000274;27/04/2018;2/05/2018;;Espera
125;10000275;28/04/2018;3/05/2018;2/05/2018;Entregado
126;10000276;29/04/2018;4/05/2018;3/05/2018;Entregado
127;10000277;30/04/2018;5/05/2018;;Espera
128;10000278;1/05/2018;6/05/2018;5/05/2018;Entregado
129;10000279;2/05/2018;7/05/2018;;Espera
130;10000280;3/05/2018;8/05/2018;7/05/2018;Entregado
131;10000281;4/05/2018;9/05/2018;8/05/2018;Entregado
132;10000282;5/05/2018;10/05/2018;;Espera
133;10000283;6/05/2018;11/05/2018;;Espera
134;10000284;7/05/2018;12/05/2018;11/05/2018;Entregado
135;10000285;8/05/2018;13/05/2018;12/05/2018;Entregado
136;10000286;9/05/2018;14/05/2018;;Espera
137;10000287;10/05/2018;15/05/2018;14/05/2018;Entregado
138;10000288;11/05/2018;16/05/2018;;Espera
139;10000289;12/05/2018;17/05/2018;;Espera
140;10000290;13/05/2018;18/05/2018;;Espera
141;10000291;14/05/2018;19/05/2018;18/05/2018;Entregado
142;10000292;15/05/2018;20/05/2018;19/05/2018;Entregado
143;10000293;16/05/2018;21/05/2018;;Espera
144;10000294;17/05/2018;22/05/2018;21/05/2018;Entregado
145;10000295;18/05/2018;23/05/2018;;Espera
146;10000296;19/05/2018;24/05/2018;23/05/2018;Entregado
147;10000297;20/05/2018;25/05/2018;24/05/2018;Entregado
148;10000298;21/05/2018;26/05/2018;;Espera
149;10000299;22/05/2018;27/05/2018;;Espera
150;10000300;23/05/2018;28/05/2018;27/05/2018;Entregado
1;10000001;24/05/2018;29/05/2018;28/05/2018;Entregado
2;10000002;25/05/2018;30/05/2018;;Espera
3;10000003;26/05/2018;31/05/2018;;Espera
4;10000004;27/05/2018;1/06/2018;;Espera
5;10000005;28/05/2018;2/06/2018;1/06/2018;Entregado
6;10000006;29/05/2018;3/06/2018;2/06/2018;Entregado
7;10000007;30/05/2018;4/06/2018;3/06/2018;Entregado
8;10000008;31/05/2018;5/06/2018;;Espera
9;10000009;1/06/2018;6/06/2018;5/06/2018;Entregado
10;10000010;2/06/2018;7/06/2018;;Espera
11;10000011;3/06/2018;8/06/2018;;Espera
12;10000012;4/06/2018;9/06/2018;8/06/2018;Entregado
13;10000013;5/06/2018;10/06/2018;;Espera
14;10000014;6/06/2018;11/06/2018;;Espera
15;10000015;7/06/2018;12/06/2018;11/06/2018;Entregado
16;10000016;8/06/2018;13/06/2018;12/06/2018;Entregado
17;10000017;9/06/2018;14/06/2018;13/06/2018;Entregado
18;10000018;10/06/2018;15/06/2018;14/06/2018;Entregado
19;10000019;11/06/2018;16/06/2018;;Espera
20;10000020;12/06/2018;17/06/2018;16/06/2018;Entregado
21;10000021;13/06/2018;18/06/2018;;Espera
22;10000022;14/06/2018;19/06/2018;;Espera
23;10000023;15/06/2018;20/06/2018;19/06/2018;Entregado
24;10000024;16/06/2018;21/06/2018;;Espera
25;10000025;17/06/2018;22/06/2018;21/06/2018;Entregado
26;10000026;18/06/2018;23/06/2018;;Espera
27;10000027;19/06/2018;24/06/2018;;Espera
28;10000028;20/06/2018;25/06/2018;;Espera
29;10000029;21/06/2018;26/06/2018;25/06/2018;Entregado
30;10000030;22/06/2018;27/06/2018;;Espera
31;10000031;23/06/2018;28/06/2018;27/06/2018;Entregado
32;10000032;24/06/2018;29/06/2018;;Espera
33;10000033;25/06/2018;30/06/2018;;Espera
34;10000034;26/06/2018;1/07/2018;;Espera
35;10000035;27/06/2018;2/07/2018;1/07/2018;Entregado
36;10000036;28/06/2018;3/07/2018;2/07/2018;Entregado
37;10000037;29/06/2018;4/07/2018;;Espera
38;10000038;30/06/2018;5/07/2018;;Espera
39;10000039;1/07/2018;6/07/2018;;Espera
40;10000040;2/07/2018;7/07/2018;;Espera
41;10000041;3/07/2018;8/07/2018;7/07/2018;Entregado
42;10000042;4/07/2018;9/07/2018;8/07/2018;Entregado
43;10000043;5/07/2018;10/07/2018;;Espera
44;10000044;6/07/2018;11/07/2018;10/07/2018;Entregado
45;10000045;7/07/2018;12/07/2018;11/07/2018;Entregado
46;10000046;8/07/2018;13/07/2018;;Espera
47;10000047;9/07/2018;14/07/2018;13/07/2018;Entregado
48;10000048;10/07/2018;15/07/2018;14/07/2018;Entregado
49;10000049;11/07/2018;16/07/2018;;Espera
50;10000050;12/07/2018;17/07/2018;16/07/2018;Entregado
51;10000051;13/07/2018;18/07/2018;;Espera
52;10000052;14/07/2018;19/07/2018;;Espera
53;10000053;15/07/2018;20/07/2018;19/07/2018;Entregado
54;10000054;16/07/2018;21/07/2018;20/07/2018;Entregado
55;10000055;17/07/2018;22/07/2018;21/07/2018;Entregado
56;10000056;18/07/2018;23/07/2018;;Espera
57;10000057;19/07/2018;24/07/2018;23/07/2018;Entregado
58;10000058;20/07/2018;25/07/2018;;Espera
59;10000059;21/07/2018;26/07/2018;25/07/2018;Entregado
60;10000060;22/07/2018;27/07/2018;26/07/2018;Entregado
61;10000061;23/07/2018;28/07/2018;27/07/2018;Entregado
62;10000062;24/07/2018;29/07/2018;28/07/2018;Entregado
63;10000063;25/07/2018;30/07/2018;;Espera
64;10000064;26/07/2018;31/07/2018;30/07/2018;Entregado
65;10000065;27/07/2018;1/08/2018;31/07/2018;Entregado
66;10000066;28/07/2018;2/08/2018;;Espera
67;10000067;29/07/2018;3/08/2018;2/08/2018;Entregado
68;10000068;30/07/2018;4/08/2018;;Espera
69;10000069;31/07/2018;5/08/2018;4/08/2018;Entregado
70;10000070;1/08/2018;6/08/2018;;Espera
71;10000071;2/08/2018;7/08/2018;;Espera
72;10000072;3/08/2018;8/08/2018;;Espera
73;10000073;4/08/2018;9/08/2018;8/08/2018;Entregado
74;10000074;5/08/2018;10/08/2018;9/08/2018;Entregado
75;10000075;6/08/2018;11/08/2018;;Espera
76;10000076;7/08/2018;12/08/2018;11/08/2018;Entregado
77;10000077;8/08/2018;13/08/2018;12/08/2018;Entregado
78;10000078;9/08/2018;14/08/2018;13/08/2018;Entregado
79;10000079;10/08/2018;15/08/2018;14/08/2018;Entregado
80;10000080;11/08/2018;16/08/2018;15/08/2018;Entregado
81;10000081;12/08/2018;17/08/2018;;Espera
82;10000082;13/08/2018;18/08/2018;17/08/2018;Entregado
83;10000083;14/08/2018;19/08/2018;;Espera
84;10000084;15/08/2018;20/08/2018;19/08/2018;Entregado
85;10000085;16/08/2018;21/08/2018;20/08/2018;Entregado
86;10000086;17/08/2018;22/08/2018;21/08/2018;Entregado
87;10000087;18/08/2018;23/08/2018;22/08/2018;Entregado
88;10000088;19/08/2018;24/08/2018;;Espera
89;10000089;20/08/2018;25/08/2018;24/08/2018;Entregado
90;10000090;21/08/2018;26/08/2018;25/08/2018;Entregado
91;10000091;22/08/2018;27/08/2018;26/08/2018;Entregado
92;10000092;23/08/2018;28/08/2018;;Espera
93;10000093;24/08/2018;29/08/2018;;Espera
94;10000094;25/08/2018;30/08/2018;;Espera
95;10000095;26/08/2018;31/08/2018;30/08/2018;Entregado
96;10000096;27/08/2018;1/09/2018;31/08/2018;Entregado
97;10000097;28/08/2018;2/09/2018;;Espera
98;10000098;29/08/2018;3/09/2018;2/09/2018;Entregado
99;10000099;30/08/2018;4/09/2018;;Espera
100;10000100;31/08/2018;5/09/2018;4/09/2018;Entregado
101;10000101;1/09/2018;6/09/2018;5/09/2018;Entregado
102;10000102;2/09/2018;7/09/2018;;Espera
103;10000103;3/09/2018;8/09/2018;;Espera
104;10000104;4/09/2018;9/09/2018;;Espera
105;10000105;5/09/2018;10/09/2018;9/09/2018;Entregado
106;10000106;6/09/2018;11/09/2018;;Espera
107;10000107;7/09/2018;12/09/2018;11/09/2018;Entregado
108;10000108;8/09/2018;13/09/2018;;Espera
109;10000109;9/09/2018;14/09/2018;13/09/2018;Entregado
110;10000110;10/09/2018;15/09/2018;;Espera
111;10000111;11/09/2018;16/09/2018;15/09/2018;Entregado
112;10000112;12/09/2018;17/09/2018;;Espera
113;10000113;13/09/2018;18/09/2018;;Espera
114;10000114;14/09/2018;19/09/2018;18/09/2018;Entregado
115;10000115;15/09/2018;20/09/2018;;Espera
116;10000116;16/09/2018;21/09/2018;;Espera
117;10000117;17/09/2018;22/09/2018;21/09/2018;Entregado
118;10000118;18/09/2018;23/09/2018;22/09/2018;Entregado
119;10000119;19/09/2018;24/09/2018;23/09/2018;Entregado
120;10000120;20/09/2018;25/09/2018;;Espera
121;10000121;21/09/2018;26/09/2018;25/09/2018;Entregado
122;10000122;22/09/2018;27/09/2018;26/09/2018;Entregado
123;10000123;23/09/2018;28/09/2018;;Espera
124;10000124;24/09/2018;29/09/2018;28/09/2018;Entregado
125;10000125;25/09/2018;30/09/2018;29/09/2018;Entregado
126;10000126;26/09/2018;1/10/2018;;Espera
127;10000127;27/09/2018;2/10/2018;1/10/2018;Entregado
128;10000128;28/09/2018;3/10/2018;2/10/2018;Entregado
129;10000129;29/09/2018;4/10/2018;;Espera
130;10000130;30/09/2018;5/10/2018;4/10/2018;Entregado
131;10000131;1/10/2018;6/10/2018;5/10/2018;Entregado
132;10000132;2/10/2018;7/10/2018;;Espera
133;10000133;3/10/2018;8/10/2018;7/10/2018;Entregado
134;10000134;4/10/2018;9/10/2018;;Espera
135;10000135;5/10/2018;10/10/2018;;Espera
136;10000136;6/10/2018;11/10/2018;;Espera
137;10000137;7/10/2018;12/10/2018;;Espera
138;10000138;8/10/2018;13/10/2018;12/10/2018;Entregado
139;10000139;9/10/2018;14/10/2018;;Espera
140;10000140;10/10/2018;15/10/2018;14/10/2018;Entregado
141;10000141;11/10/2018;16/10/2018;;Espera
142;10000142;12/10/2018;17/10/2018;16/10/2018;Entregado
143;10000143;13/10/2018;18/10/2018;;Espera
144;10000144;14/10/2018;19/10/2018;18/10/2018;Entregado
145;10000145;15/10/2018;20/10/2018;;Espera
146;10000146;16/10/2018;21/10/2018;20/10/2018;Entregado
147;10000147;17/10/2018;22/10/2018;21/10/2018;Entregado
148;10000148;18/10/2018;23/10/2018;;Espera
149;10000149;19/10/2018;24/10/2018;;Espera
150;10000150;20/10/2018;25/10/2018;;Espera
1;10000151;21/10/2018;26/10/2018;;Espera
2;10000152;22/10/2018;27/10/2018;;Espera
3;10000153;23/10/2018;28/10/2018;;Espera
4;10000154;24/10/2018;29/10/2018;;Espera
5;10000155;25/10/2018;30/10/2018;29/10/2018;Entregado
6;10000156;26/10/2018;31/10/2018;30/10/2018;Entregado
7;10000157;27/10/2018;1/11/2018;31/10/2018;Entregado
8;10000158;28/10/2018;2/11/2018;1/11/2018;Entregado
9;10000159;29/10/2018;3/11/2018;;Espera
10;10000160;30/10/2018;4/11/2018;;Espera
11;10000161;31/10/2018;5/11/2018;;Espera
12;10000162;1/11/2018;6/11/2018;;Espera
13;10000163;2/11/2018;7/11/2018;6/11/2018;Entregado
14;10000164;3/11/2018;8/11/2018;7/11/2018;Entregado
15;10000165;4/11/2018;9/11/2018;8/11/2018;Entregado
16;10000166;5/11/2018;10/11/2018;9/11/2018;Entregado
17;10000167;6/11/2018;11/11/2018;;Espera
18;10000168;7/11/2018;12/11/2018;;Espera
19;10000169;8/11/2018;13/11/2018;12/11/2018;Entregado
20;10000170;9/11/2018;14/11/2018;;Espera
21;10000171;10/11/2018;15/11/2018;14/11/2018;Entregado
22;10000172;11/11/2018;16/11/2018;;Espera
23;10000173;12/11/2018;17/11/2018;16/11/2018;Entregado
24;10000174;13/11/2018;18/11/2018;17/11/2018;Entregado
25;10000175;14/11/2018;19/11/2018;;Espera
26;10000176;15/11/2018;20/11/2018;19/11/2018;Entregado
27;10000177;16/11/2018;21/11/2018;20/11/2018;Entregado
28;10000178;17/11/2018;22/11/2018;;Espera
29;10000179;18/11/2018;23/11/2018;22/11/2018;Entregado
30;10000180;19/11/2018;24/11/2018;23/11/2018;Entregado
31;10000181;20/11/2018;25/11/2018;24/11/2018;Entregado
32;10000182;21/11/2018;26/11/2018;;Espera
33;10000183;22/11/2018;27/11/2018;;Espera
34;10000184;23/11/2018;28/11/2018;;Espera
35;10000185;24/11/2018;29/11/2018;28/11/2018;Entregado
36;10000186;25/11/2018;30/11/2018;29/11/2018;Entregado
37;10000187;26/11/2018;1/12/2018;;Espera
38;10000188;27/11/2018;2/12/2018;1/12/2018;Entregado
39;10000189;28/11/2018;3/12/2018;;Espera
40;10000190;29/11/2018;4/12/2018;;Espera
41;10000191;30/11/2018;5/12/2018;4/12/2018;Entregado
42;10000192;1/12/2018;6/12/2018;;Espera
43;10000193;2/12/2018;7/12/2018;6/12/2018;Entregado
44;10000194;3/12/2018;8/12/2018;7/12/2018;Entregado
45;10000195;4/12/2018;9/12/2018;;Espera
46;10000196;5/12/2018;10/12/2018;;Espera
47;10000197;6/12/2018;11/12/2018;10/12/2018;Entregado
48;10000198;7/12/2018;12/12/2018;;Espera
49;10000199;8/12/2018;13/12/2018;12/12/2018;Entregado
50;10000200;9/12/2018;14/12/2018;;Espera
51;10000201;10/12/2018;15/12/2018;;Espera
52;10000202;11/12/2018;16/12/2018;;Espera
53;10000203;12/12/2018;17/12/2018;16/12/2018;Entregado
54;10000204;13/12/2018;18/12/2018;;Espera
55;10000205;14/12/2018;19/12/2018;18/12/2018;Entregado
56;10000206;15/12/2018;20/12/2018;19/12/2018;Entregado
57;10000207;16/12/2018;21/12/2018;;Espera
58;10000208;17/12/2018;22/12/2018;;Espera
59;10000209;18/12/2018;23/12/2018;22/12/2018;Entregado
60;10000210;19/12/2018;24/12/2018;;Espera
61;10000211;20/12/2018;25/12/2018;;Espera
62;10000212;21/12/2018;26/12/2018;;Espera
63;10000213;22/12/2018;27/12/2018;;Espera
64;10000214;23/12/2018;28/12/2018;27/12/2018;Entregado
65;10000215;24/12/2018;29/12/2018;;Espera
66;10000216;25/12/2018;30/12/2018;29/12/2018;Entregado
67;10000217;26/12/2018;31/12/2018;30/12/2018;Entregado
68;10000218;27/12/2018;1/01/2019;31/12/2018;Entregado
69;10000219;28/12/2018;2/01/2019;;Espera
70;10000220;29/12/2018;3/01/2019;;Espera
71;10000221;30/12/2018;4/01/2019;;Espera
72;10000222;31/12/2018;5/01/2019;;Espera
73;10000223;1/01/2017;6/01/2017;5/01/2017;Entregado
74;10000224;2/01/2017;7/01/2017;6/01/2017;Entregado
75;10000225;3/01/2017;8/01/2017;;Espera
76;10000226;4/01/2017;9/01/2017;;Espera
