IDSUCURSAL;CODIGOBARRASPRODUCTO;IDCATEGORIAPROD;IDTIPOPROD;CAPAVOL;CAPAPESO;CANTIDAD;TIPOALMA;NIVELREAVAST;;;Aleatorio;"""(ENTERO(ALEATORIO()*200)+100)"""
105;1000000000009;6;6;72787;1067495;76;2;15;;;143;
106;1000000000010;7;7;88740;1325880;91;1;20;;;174;
106;1000000000011;8;8;245280;3732000;263;2;72;;;480;
107;1000000000012;9;9;254976;3949140;216;1;14;;;498;
107;1000000000013;1;1;213921;3371445;125;2;70;;;417;
108;1000000000014;2;2;196862;3155920;269;1;22;;;383;
108;1000000000015;3;3;231750;3777750;158;2;4;;;450;
109;1000000000016;4;4;139320;2308500;127;1;37;;;270;
109;1000000000017;5;5;227480;3830200;351;2;66;;;440;
110;1000000000018;6;6;256410;4385700;397;1;29;;;495;
110;1000000000019;7;7;67470;1171950;120;2;7;;;130;
111;1000000000020;8;8;158600;2796850;14;1;3;;;305;
111;1000000000021;9;9;165157;2956025;80;2;50;;;317;
112;1000000000022;1;1;130500;2370000;178;1;15;;;250;
112;1000000000023;2;2;252086;4644070;330;2;67;;;482;
113;1000000000024;3;3;259904;4855840;213;1;54;;;496;
113;1000000000025;4;4;101850;1929330;126;2;27;;;194;
114;1000000000026;5;5;119928;2302800;196;1;20;;;228;
114;1000000000027;6;6;60078;1169070;41;2;14;;;114;
115;1000000000028;7;7;176880;3487350;300;1;13;;;335;
115;1000000000029;8;8;97336;1943960;8;2;3;;;184;
116;1000000000030;9;9;241150;4877600;32;1;81;;;455;
116;1000000000031;1;1;149211;3055875;223;2;47;;;281;
117;1000000000032;2;2;102676;2128790;148;1;27;;;193;
117;1000000000033;3;3;153504;3221280;258;2;17;;;288;
118;1000000000034;4;4;133500;2835000;165;1;30;;;250;
118;1000000000035;5;5;124655;2678335;86;2;13;;;233;
119;1000000000036;6;6;194032;4217300;214;1;72;;;362;
119;1000000000037;7;7;92364;2030460;100;2;30;;;172;
120;1000000000038;8;8;260392;5788640;81;1;72;;;484;
120;1000000000039;9;9;113729;2556265;185;2;25;;;211;
121;1000000000040;1;1;93960;2134980;29;1;27;;;174;
121;1000000000041;2;2;240745;5529125;57;2;80;;;445;
122;1000000000042;3;3;107858;2503420;159;1;37;;;199;
122;1000000000043;4;4;83622;1961190;132;2;26;;;154;
123;1000000000044;5;5;160480;3802550;58;1;5;;;295;
123;1000000000045;6;6;232715;5570215;3;2;25;;;427;
124;1000000000046;7;7;86268;2085600;78;1;11;;;158;
124;1000000000047;8;8;100101;2443965;151;2;5;;;183;
125;1000000000048;9;9;120560;2972200;149;1;2;;;220;
125;1000000000049;1;1;267363;6654855;463;2;43;;;487;
126;1000000000050;2;2;158950;3993980;277;1;23;;;289;
126;1000000000051;3;3;150423;3815175;1;2;35;;;273;
127;1000000000052;4;4;198168;5072670;219;1;35;;;359;
127;1000000000053;5;5;173089;4471205;276;2;37;;;313;
128;1000000000054;6;6;230464;6007040;169;1;41;;;416;
128;1000000000055;7;7;173160;4553640;282;2;37;;;312;
129;1000000000056;8;8;142892;3790750;239;1;25;;;257;
129;1000000000057;9;9;273487;7318355;205;2;88;;;491;
130;1000000000058;1;1;174096;4698720;103;1;15;;;312;
130;1000000000059;2;2;106210;2890850;126;2;19;;;190;
131;1000000000060;3;3;90720;2489940;106;1;30;;;162;
131;1000000000061;4;4;157080;4347000;278;2;19;;;280;
132;1000000000062;5;5;123078;3433920;112;1;24;;;219;
132;1000000000063;6;6;167774;4718830;202;2;20;;;298;
133;1000000000064;7;7;103776;2942160;136;1;29;;;184;
133;1000000000065;8;8;106785;3051405;59;2;5;;;189;
134;1000000000066;9;9;245644;7074200;422;1;47;;;434;
134;1000000000067;1;1;235872;6845280;233;2;33;;;416;
135;1000000000068;2;2;241968;7075860;286;1;85;;;426;
135;1000000000069;3;3;104127;3067995;108;2;31;;;183;
136;1000000000070;4;4;269040;7986240;306;1;84;;;472;
136;1000000000071;5;5;189001;5651825;222;2;9;;;331;
137;1000000000072;6;6;248248;7477820;120;1;13;;;434;
137;1000000000073;7;7;213156;6467220;162;2;11;;;372;
138;1000000000074;8;8;72324;2210040;13;1;20;;;126;
138;1000000000075;9;9;156975;4830735;162;2;49;;;273;
139;1000000000076;1;1;155520;4819500;83;1;54;;;270;
139;1000000000077;2;2;253303;7904195;9;2;83;;;439;
140;1000000000078;3;3;57800;1816000;25;1;19;;;100;
140;1000000000079;4;4;206124;6520140;151;2;10;;;356;
141;1000000000080;5;5;285940;9105710;382;1;9;;;493;
141;1000000000081;6;6;246344;7897000;267;2;63;;;424;
142;1000000000082;7;7;128622;4150380;48;1;28;;;221;
142;1000000000083;8;8;236115;7668675;201;2;72;;;405;
143;1000000000084;9;9;234768;7674180;185;1;20;;;402;
143;1000000000085;1;1;77805;2559585;22;2;25;;;133;
144;1000000000086;2;2;238502;7895800;331;1;32;;;407;
144;1000000000087;3;3;270607;9014855;391;2;78;;;461;
145;1000000000088;4;4;258720;8672400;411;1;8;;;440;
145;1000000000089;5;5;126635;4270975;62;2;25;;;215;
146;1000000000090;6;6;176410;5985980;290;1;47;;;299;
146;1000000000091;7;7;102834;3510450;25;2;15;;;174;
147;1000000000092;8;8;268768;9229820;217;1;68;;;454;
147;1000000000093;9;9;192132;6637140;269;2;38;;;324;
148;1000000000094;1;1;259578;9019680;190;1;30;;;437;
148;1000000000095;2;2;290955;10168755;21;2;29;;;489;
149;1000000000096;3;3;239592;8421900;169;1;60;;;402;
149;1000000000097;4;4;189249;6690285;289;2;19;;;317;
150;1000000000098;5;5;223054;7929980;217;1;63;;;373;
150;1000000000099;6;6;207254;7409590;217;2;48;;;346;
1;1000000000100;7;7;252000;9059400;267;1;79;;;420;
1;1000000000101;8;8;109382;3953950;162;2;14;;;182;
2;1000000000102;9;9;219128;7964320;54;1;10;;;364;
2;1000000000103;1;1;169443;6191835;174;2;53;;;281;
3;1000000000104;2;2;148584;5458740;113;1;4;;;246;
3;1000000000105;3;3;169400;6256600;240;2;25;;;280;
4;1000000000106;4;4;284820;10575000;131;1;51;;;470;
4;1000000000107;5;5;290753;10851745;355;2;9;;;479;
5;1000000000108;6;6;159904;5999030;57;1;15;;;263;
5;1000000000109;7;7;278922;10517970;99;2;32;;;458;
6;1000000000110;8;8;136640;5178880;62;1;22;;;224;
6;1000000000111;9;9;129532;4934300;162;2;42;;;212;
7;1000000000112;1;1;78948;3022470;0;1;9;;;129;
7;1000000000113;2;2;65591;2523595;103;2;16;;;107;
8;1000000000114;3;3;246828;9543480;385;1;40;;;402;
8;1000000000115;4;4;164205;6379965;53;2;26;;;267;
9;1000000000116;5;5;123816;4834050;105;1;28;;;201;
9;1000000000117;6;6;107975;4235875;57;2;1;;;175;
10;1000000000118;7;7;298494;11765880;72;1;33;;;483;
10;1000000000119;8;8;102135;4044975;52;2;31;;;165;
11;1000000000120;9;9;130820;5205370;153;1;14;;;211;
11;1000000000121;1;1;224802;8986650;153;2;61;;;362;
12;1000000000122;2;2;263728;10591520;379;1;55;;;424;
12;1000000000123;3;3;169456;6836720;82;2;24;;;272;
13;1000000000124;4;4;200928;8143380;163;1;3;;;322;
13;1000000000125;5;5;222500;9058420;93;2;53;;;356;
14;1000000000126;6;6;260416;10649600;310;1;83;;;416;
14;1000000000127;7;7;139821;5743365;121;2;35;;;223;
15;1000000000128;8;8;146952;6062940;136;1;7;;;234;
15;1000000000129;9;9;230843;9565855;328;2;47;;;367;
16;1000000000130;1;1;226170;9412980;341;1;3;;;359;
16;1000000000131;2;2;311083;13002875;445;2;69;;;493;
17;1000000000132;3;3;210456;8834490;269;1;23;;;333;
17;1000000000133;4;4;155718;6564510;49;2;49;;;246;
18;1000000000134;5;5;215560;9125600;129;1;20;;;340;
18;1000000000135;6;6;153670;6532790;113;2;4;;;242;
19;1000000000136;7;7;183804;7846350;262;1;14;;;289;
19;1000000000137;8;8;312130;13379450;114;2;73;;;490;
20;1000000000138;9;9;255200;10984000;387;1;64;;;400;
20;1000000000139;1;1;164223;7097055;176;2;5;;;257;
21;1000000000140;2;2;308480;13385140;476;1;62;;;482;
21;1000000000141;3;3;214735;9354875;284;2;30;;;335;
22;1000000000142;4;4;247170;10810800;139;1;26;;;385;
22;1000000000143;5;5;238553;10475185;61;2;14;;;371;
23;1000000000144;6;6;269192;11867020;272;1;25;;;418;
23;1000000000145;7;7;78045;3453945;63;2;13;;;121;
24;1000000000146;8;8;213180;9471000;158;1;9;;;330;
24;1000000000147;9;9;196041;8743065;202;2;27;;;303;
25;1000000000148;1;1;127656;5714970;162;1;21;;;197;
25;1000000000149;2;2;290752;13065920;234;2;85;;;448;
26;1000000000150;3;3;211250;9529000;292;1;39;;;325;
26;1000000000151;4;4;221991;10050975;151;2;40;;;341;
27;1000000000152;5;5;305788;13896470;359;1;28;;;469;
27;1000000000153;6;6;299074;13641530;162;2;59;;;458;
28;1000000000154;7;7;149766;6856260;95;1;18;;;229;
28;1000000000155;8;8;174885;8035365;7;2;24;;;267;
29;1000000000156;9;9;112832;5203000;56;1;8;;;172;
29;1000000000157;1;1;76869;3557385;5;2;15;;;117;
30;1000000000158;2;2;201348;9351360;167;1;15;;;306;
30;1000000000159;3;3;270190;12593150;339;2;12;;;410;
31;1000000000160;4;4;176880;8273160;191;1;34;;;268;
31;1000000000161;5;5;160623;7539075;190;2;7;;;243;
32;1000000000162;6;6;117174;5518860;93;1;14;;;177;
32;1000000000163;7;7;82212;3885540;103;2;23;;;124;
33;1000000000164;8;8;330672;15682020;140;1;4;;;498;
33;1000000000165;9;9;66500;3164500;16;2;11;;;100;
34;1000000000166;1;1;245754;11734200;104;1;70;;;369;
34;1000000000167;2;2;172086;8244390;48;2;12;;;258;
35;1000000000168;3;3;265864;12779780;52;1;51;;;398;
35;1000000000169;4;4;154539;7453215;61;2;2;;;231;
36;1000000000170;5;5;253930;12287180;323;1;22;;;379;
36;1000000000171;6;6;259677;12606525;175;2;3;;;387;
37;1000000000172;7;7;277536;13517490;198;1;57;;;413;
37;1000000000173;8;8;254394;12430530;217;2;75;;;378;
38;1000000000174;9;9;77510;3799600;64;1;20;;;115;
38;1000000000175;1;1;265275;13045635;319;2;7;;;393;
39;1000000000176;2;2;267020;13173250;364;1;35;;;395;
39;1000000000177;3;3;229503;11358195;289;2;23;;;339;
40;1000000000178;4;4;92208;4577760;34;1;24;;;136;
40;1000000000179;5;5;124257;6188145;27;2;25;;;183;
41;1000000000180;6;6;306000;15286500;244;1;58;;;450;
41;1000000000181;7;7;298278;14946750;73;2;13;;;438;
42;1000000000182;8;8;285076;14329040;290;1;66;;;418;
42;1000000000183;9;9;79228;3994460;68;2;2;;;116;
43;1000000000184;1;1;91656;4635060;84;1;9;;;134;
43;1000000000185;2;2;339075;17198775;437;2;59;;;495;
44;1000000000186;3;3;237356;12075400;102;1;44;;;346;
44;1000000000187;4;4;230145;11743425;302;2;60;;;335;
45;1000000000188;5;5;85312;4366040;46;1;24;;;124;
45;1000000000189;6;6;214279;10998515;306;2;6;;;311;
46;1000000000190;7;7;331890;17085120;277;1;67;;;481;
46;1000000000191;8;8;76701;3959925;92;2;2;;;111;
47;1000000000192;9;9;206908;10713170;81;1;32;;;299;
47;1000000000193;1;1;94248;4893960;55;2;2;;;136;
48;1000000000194;2;2;305360;15901600;258;1;66;;;440;
48;1000000000195;3;3;79925;4173925;96;2;21;;;115;
49;1000000000196;4;4;126672;6633900;167;1;1;;;182;
49;1000000000197;5;5;131036;6881740;2;2;24;;;188;
50;1000000000198;6;6;210796;11101520;251;1;54;;;302;
50;1000000000199;7;7;141198;7456830;112;2;18;;;202;
51;1000000000200;8;8;315700;16718570;60;1;67;;;451;
51;1000000000201;9;9;140901;7482225;55;2;34;;;201;
52;1000000000202;1;1;315198;16783620;91;1;35;;;449;
52;1000000000203;2;2;193325;10322125;201;2;8;;;275;
53;1000000000204;3;3;210496;11269310;157;1;47;;;299;
53;1000000000205;4;4;112800;6055200;35;2;20;;;160;
54;1000000000206;5;5;171558;9234000;148;1;31;;;243;
54;1000000000207;6;6;104636;5646940;34;2;1;;;148;
55;1000000000208;7;7;310812;16818090;68;1;52;;;439;
55;1000000000209;8;8;174414;9462390;185;2;27;;;246;
56;1000000000210;9;9;71000;3862000;59;1;20;;;100;
56;1000000000211;1;1;259515;14152875;323;2;3;;;365;
57;1000000000212;2;2;239944;13119410;202;1;57;;;337;
57;1000000000213;3;3;319424;17510080;238;2;85;;;448;
58;1000000000214;4;4;125664;6906240;35;1;1;;;176;
58;1000000000215;5;5;245245;13512485;220;2;34;;;343;
59;1000000000216;6;6;172556;9531550;35;1;26;;;241;
59;1000000000217;7;7;144834;8020410;147;2;6;;;202;
60;1000000000218;8;8;118470;6576900;84;1;21;;;165;
60;1000000000219;9;9;186940;10403900;213;2;13;;;260;
61;1000000000220;1;1;172080;9600630;131;1;11;;;239;
61;1000000000221;2;2;258839;14476675;216;2;3;;;359;
62;1000000000222;3;3;220210;12346400;13;1;54;;;305;
62;1000000000223;4;4;287031;16132095;5;2;43;;;397;
63;1000000000224;5;5;215028;12114630;291;1;41;;;297;
63;1000000000225;6;6;142100;8025220;34;2;17;;;196;
64;1000000000226;7;7;93654;5301900;85;1;21;;;129;
64;1000000000227;8;8;297343;16873295;161;2;65;;;409;
65;1000000000228;9;9;90272;5134840;36;1;17;;;124;
65;1000000000229;1;1;149445;8520825;166;2;18;;;205;
66;1000000000230;2;2;327770;18732280;329;1;4;;;449;
66;1000000000231;3;3;250733;14363125;308;2;3;;;343;
67;1000000000232;4;4;344772;19796130;183;1;37;;;471;
67;1000000000233;5;5;282205;16241225;267;2;7;;;385;
68;1000000000234;6;6;77070;4445700;61;1;21;;;105;
68;1000000000235;7;7;135240;7819080;90;2;34;;;184;
69;1000000000236;8;8;361376;20941150;286;1;34;;;491;
69;1000000000237;9;9;297011;17250415;297;2;16;;;403;
70;1000000000238;1;1;106272;6186240;48;1;4;;;144;
70;1000000000239;2;2;99026;5777410;13;2;22;;;134;
71;1000000000240;3;3;138380;8091490;105;1;16;;;187;
71;1000000000241;4;4;145236;8511300;112;2;11;;;196;
72;1000000000242;5;5;186242;10938580;171;1;30;;;251;
72;1000000000243;6;6;349953;20599185;359;2;9;;;471;
73;1000000000244;7;7;324384;19136040;232;1;65;;;436;
73;1000000000245;8;8;84185;4977085;100;2;11;;;113;
74;1000000000246;9;9;178294;10563800;46;1;21;;;239;
74;1000000000247;1;1;260703;15479895;31;2;6;;;349;
75;1000000000248;2;2;241604;14376730;13;1;45;;;323;
75;1000000000249;3;3;95872;5717120;125;2;21;;;128;
76;1000000000250;4;4;326250;19496700;173;1;78;;;435;
76;1000000000251;5;5;129172;7735700;100;2;3;;;172;
77;1000000000252;6;6;260192;15614980;123;1;55;;;346;
77;1000000000253;7;7;265056;15940320;348;2;14;;;352;
78;1000000000254;8;8;76154;4589440;43;1;20;;;101;
78;1000000000255;9;9;182710;11033990;86;2;48;;;242;
79;1000000000256;1;1;198072;11986500;163;1;28;;;262;
79;1000000000257;2;2;360332;21850780;17;2;52;;;476;
80;1000000000258;3;3;162970;9902900;75;1;40;;;215;
80;1000000000259;4;4;261096;15897960;99;2;30;;;344;
81;1000000000260;5;5;379240;23138630;473;1;44;;;499;
81;1000000000261;6;6;362236;22145900;205;2;66;;;476;
82;1000000000262;7;7;289560;17738400;45;1;68;;;380;
82;1000000000263;8;8;370055;22714975;204;2;9;;;485;
83;1000000000264;9;9;362136;22273260;14;1;80;;;474;
83;1000000000265;1;1;268515;16547895;288;2;52;;;351;
84;1000000000266;2;2;252014;15561700;100;1;55;;;329;
84;1000000000267;3;3;177177;10962105;208;2;43;;;231;
85;1000000000268;4;4;270336;16758720;20;1;17;;;352;
85;1000000000269;5;5;267612;16622220;229;2;27;;;348;
86;1000000000270;6;6;147070;9152720;121;1;28;;;191;
86;1000000000271;7;7;354660;22114500;362;2;46;;;460;
87;1000000000272;8;8;104220;6511050;37;1;9;;;135;
87;1000000000273;9;9;306108;19160460;15;2;15;;;396;
88;1000000000274;1;1;178020;11164200;27;1;46;;;230;
88;1000000000275;2;2;144925;9105965;152;2;20;;;187;
89;1000000000276;3;3;377136;23741100;267;1;82;;;486;
89;1000000000277;4;4;348873;22003245;110;2;26;;;449;
90;1000000000278;5;5;241180;15239600;243;1;24;;;310;
90;1000000000279;6;6;176833;11194505;159;2;40;;;227;
91;1000000000280;7;7;114660;7272090;66;1;14;;;147;
91;1000000000281;8;8;185878;11810750;27;2;19;;;238;
92;1000000000282;9;9;356592;22699680;37;1;91;;;456;
92;1000000000283;1;1;144072;9188040;91;2;25;;;184;
93;1000000000284;2;2;253232;16179070;3;1;41;;;323;
93;1000000000285;3;3;98125;6280625;100;2;18;;;125;
94;1000000000286;4;4;185496;11894400;107;1;25;;;236;
94;1000000000287;5;5;390352;25075280;270;2;64;;;496;
95;1000000000288;6;6;126868;8164310;47;1;12;;;161;
95;1000000000289;7;7;127029;8189265;141;2;12;;;161;
96;1000000000290;8;8;292300;18877400;135;1;25;;;370;
96;1000000000291;9;9;344876;22312300;369;2;65;;;436;
97;1000000000292;1;1;343728;22277220;324;1;69;;;434;
97;1000000000293;2;2;296582;19255390;297;2;63;;;374;
98;1000000000294;3;3;253286;16473160;242;1;38;;;319;
98;1000000000295;4;4;145485;9478485;127;2;7;;;183;
99;1000000000296;5;5;332728;21715100;334;1;20;;;418;
99;1000000000297;6;6;185701;12140465;91;2;34;;;233;
100;1000000000298;7;7;314412;20590440;171;1;3;;;394;
100;1000000000299;8;8;276454;18135590;283;2;65;;;346;
101;1000000000300;9;9;286400;18820060;11;1;17;;;358;
101;1000000000301;1;1;285957;18822825;350;2;60;;;357;
102;1000000000302;2;2;382554;25223760;50;1;19;;;477;
102;1000000000303;3;3;256157;16918165;243;2;51;;;319;
103;1000000000304;4;4;311148;20584530;190;1;77;;;387;
103;1000000000305;5;5;104650;6934850;3;2;14;;;130;
104;1000000000306;6;6;324012;21507000;229;1;4;;;402;
104;1000000000307;7;7;127506;8477490;83;2;15;;;158;
105;1000000000308;8;8;147864;9847230;112;1;25;;;183;
105;1000000000309;9;9;120541;8040785;81;2;20;;;149;
106;1000000000310;1;1;331290;22135080;154;1;32;;;409;
106;1000000000311;2;2;280606;18779150;62;2;13;;;346;
107;1000000000312;3;3;270396;18125190;129;1;23;;;333;
107;1000000000313;4;4;144714;9716130;141;2;10;;;178;
108;1000000000314;5;5;166870;11221700;35;1;41;;;205;
108;1000000000315;6;6;240425;16194025;119;2;20;;;295;
109;1000000000316;7;7;394944;26644200;103;1;24;;;484;
109;1000000000317;8;8;368467;24897455;429;2;18;;;451;
110;1000000000318;9;9;178324;12068480;154;1;19;;;218;
110;1000000000319;1;1;361179;24482115;257;2;13;;;441;
111;1000000000320;2;2;342760;23270060;286;1;83;;;418;
111;1000000000321;3;3;151885;10327625;105;2;5;;;185;
112;1000000000322;4;4;283590;19313100;262;1;31;;;345;
112;1000000000323;5;5;388456;26495720;289;2;18;;;472;
113;1000000000324;6;6;407880;27863550;5;1;19;;;495;
113;1000000000325;7;7;349800;23932680;306;2;72;;;424;
114;1000000000326;8;8;242018;16583800;225;1;5;;;293;
114;1000000000327;9;9;124050;8513250;118;2;13;;;150;
115;1000000000328;1;1;144072;9902340;30;1;6;;;174;
115;1000000000329;2;2;99480;6847800;101;2;9;;;120;
116;1000000000330;3;3;292160;20141440;24;1;45;;;352;
116;1000000000331;4;4;261765;18073125;144;2;56;;;315;
117;1000000000332;5;5;165568;11448470;137;1;37;;;199;
117;1000000000333;6;6;253232;17536240;120;2;33;;;304;
118;1000000000334;7;7;248532;17236320;242;1;53;;;298;
118;1000000000335;8;8;386605;26851685;462;2;41;;;463;
119;1000000000336;9;9;239096;16630900;153;1;45;;;286;
119;1000000000337;1;1;154008;10728120;99;2;5;;;184;
120;1000000000338;2;2;351122;24494740;50;1;54;;;419;
120;1000000000339;3;3;299523;20925555;140;2;3;;;357;
121;1000000000340;4;4;108360;7581330;99;1;25;;;129;
121;1000000000341;5;5;215296;15084800;150;2;20;;;256;
122;1000000000342;6;6;287122;20146280;324;1;20;;;341;
122;1000000000343;7;7;277347;19488315;69;2;9;;;329;
123;1000000000344;8;8;261640;18410900;95;1;3;;;310;
123;1000000000345;9;9;306735;21614835;29;2;7;;;363;
124;1000000000346;1;1;251262;17730900;106;1;20;;;297;
124;1000000000347;2;2;229537;16220705;37;2;32;;;271;
125;1000000000348;3;3;89040;6301050;85;1;19;;;105;
125;1000000000349;4;4;396483;28097055;462;2;60;;;467;
126;1000000000350;5;5;178500;12667200;131;1;4;;;210;
126;1000000000351;6;6;342102;24310950;259;2;28;;;402;
127;1000000000352;7;7;229188;16309470;52;1;5;;;269;
127;1000000000353;8;8;340347;24253215;369;2;59;;;399;
128;1000000000354;9;9;105042;7495620;90;1;9;;;123;
128;1000000000355;1;1;96615;6903735;21;2;14;;;113;
129;1000000000356;2;2;362944;25970000;62;1;38;;;424;
129;1000000000357;3;3;344514;24684810;25;2;16;;;402;
130;1000000000358;4;4;244530;17544600;237;1;2;;;285;
130;1000000000359;5;5;255123;18329355;158;2;41;;;297;
131;1000000000360;6;6;363780;26171010;201;1;33;;;423;
131;1000000000361;7;7;245385;17677125;223;2;19;;;285;
132;1000000000362;8;8;162918;11752020;77;1;35;;;189;
132;1000000000363;9;9;186408;13464360;40;2;36;;;216;
133;1000000000364;1;1;133920;9685950;96;1;21;;;155;
133;1000000000365;2;2;428175;31009275;312;2;89;;;495;
134;1000000000366;3;3;407886;29578800;242;1;89;;;471;
134;1000000000367;4;4;346800;25182000;394;2;20;;;400;
135;1000000000368;5;5;363692;26443090;111;1;62;;;419;
135;1000000000369;6;6;98197;7148945;107;2;18;;;113;
136;1000000000370;7;7;87000;6342000;33;1;6;;;100;
136;1000000000371;8;8;271752;19835400;112;2;62;;;312;
137;1000000000372;9;9;121208;8858470;87;1;6;;;139;
137;1000000000373;1;1;291582;21337590;37;2;60;;;334;
138;1000000000374;2;2;320758;23502680;285;1;69;;;367;
138;1000000000375;3;3;201250;14764850;146;2;46;;;230;
139;1000000000376;4;4;136656;10038600;92;1;26;;;156;
139;1000000000377;5;5;194694;14320110;17;2;31;;;222;
140;1000000000378;6;6;279204;20561880;150;1;38;;;318;
140;1000000000379;7;7;228540;16851900;49;2;44;;;260;
141;1000000000380;8;8;116160;8576040;0;1;22;;;132;
141;1000000000381;9;9;238751;17648875;37;2;37;;;271;
142;1000000000382;1;1;281358;20824320;106;1;54;;;319;
142;1000000000383;2;2;194260;14395700;168;2;28;;;220;
143;1000000000384;3;3;315588;23415630;120;1;35;;;357;
143;1000000000385;4;4;99120;7363440;94;2;7;;;112;
144;1000000000386;5;5;303898;22603700;104;1;30;;;343;
144;1000000000387;6;6;305128;22722920;100;2;58;;;344;
145;1000000000388;7;7;431568;32178060;150;1;72;;;486;
145;1000000000389;8;8;351155;26214175;3;2;7;;;395;
146;1000000000390;9;9;288360;21552480;71;1;6;;;324;
146;1000000000391;1;1;245916;18402300;68;2;16;;;276;
147;1000000000392;2;2;200700;15036750;75;1;33;;;225;
147;1000000000393;3;3;268793;20162485;152;2;51;;;301;
148;1000000000394;4;4;191316;14367960;91;1;17;;;214;
148;1000000000395;5;5;255075;19179075;123;2;5;;;285;
149;1000000000396;6;6;297472;22393400;179;1;3;;;332;
149;1000000000397;7;7;185679;13994235;142;2;8;;;207;
150;1000000000398;8;8;327770;24732400;345;1;69;;;365;
150;1000000000399;9;9;105183;7946055;28;2;1;;;117;
1;1000000000400;1;1;375300;28385190;300;1;4;;;417;
1;1000000000401;2;2;311746;23605850;70;2;62;;;346;
2;1000000000402;3;3;136202;10325380;103;1;3;;;151;
